05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 17:31:59, add, high, 223266, Racelink 223266 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [181]  DEFI 181 , , 
05/05/2024 17:32:00, add, high, 222962, Racelink 222962 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [278]  Acome Racing by AP , , 
05/05/2024 17:32:01, add, high, 222933, Racelink 222933 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [493]  Jusi Racing , , 
05/05/2024 17:32:04, resolve, high, 222933, Racelink 222933 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2813 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [493]  Jusi Racing , , 
05/05/2024 17:32:05, update, high, 222962, Racelink 222962 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [278]  Acome Racing by AP , , 
05/05/2024 17:32:05, resolve, high, 222855, Racelink 222855 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2813 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [509]  Sans aucun doute , , 
05/05/2024 17:32:05, add, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [18]  DPW Racing , , 
05/05/2024 17:32:06, resolve, high, 222962, Racelink 222962 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2814 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [278]  Acome Racing by AP , , 
05/05/2024 17:32:06, resolve, high, 223278, Racelink 223278 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2814 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:32:06, resolve, high, 223266, Racelink 223266 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2814 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [181]  DEFI 181 , , 
05/05/2024 17:32:07, resolve, high, 222942, Racelink 222942 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2815 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [442]  Orhes - Systemic , , 
05/05/2024 17:32:07, add, high, 223260, Racelink 223260 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [531]  TFE by Zosh , , 
05/05/2024 17:32:07, add, high, 222859, Racelink 222859 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [72]  Sound of Quattro , , 
05/05/2024 17:32:08, resolve, high, 222859, Racelink 222859 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2816 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [72]  Sound of Quattro , , 
05/05/2024 17:32:09, resolve, high, 223260, Racelink 223260 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2817 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [531]  TFE by Zosh , , 
05/05/2024 17:32:11, add, high, 223259, Racelink 223259 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [511]  Herock Racing , , 
05/05/2024 17:32:12, add, high, 223210, Racelink 223210 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [172]  LADC 172 , , 
05/05/2024 17:32:13, add, high, 224014, Racelink 224014 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 14, [282]  Cogepart By M3M , , 
05/05/2024 17:32:13, resolve, high, 222977, Racelink 222977 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2821 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [18]  DPW Racing , , 
05/05/2024 17:32:13, resolve, high, 224014, Racelink 224014  no longer in areas [Pit Endurance] Total violation time: 2822 seconds., PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 14, [282]  Cogepart By M3M , , 
05/05/2024 17:32:15, resolve, high, 223210, Racelink 223210 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2823 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [172]  LADC 172 , , 
05/05/2024 17:32:17, update, high, 223259, Racelink 223259 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [511]  Herock Racing , , 
05/05/2024 17:32:18, add, high, 224019, Racelink 224019 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [135]  Eagle Driver , , 
05/05/2024 17:32:18, resolve, high, 223259, Racelink 223259 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2827 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [511]  Herock Racing , , 
05/05/2024 17:32:20, add, high, 222968, Racelink 222968 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 17:32:21, add, high, 222886, Racelink 222886 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [455]  Orhes - Healthcare , , 
05/05/2024 17:32:22, resolve, high, 222968, Racelink 222968 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2830 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 17:32:22, resolve, high, 224019, Racelink 224019 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2830 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [135]  Eagle Driver , , 
